City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
155,yarmouth,41.7057,-70.2286,59.47,90,100,5.75,US,1712872162
156,lhokseumawe,5.1801,97.1507,77.04,88,19,4.9,ID,1712872162
157,east london,-33.0153,27.9116,60.48,63,44,15.57,ZA,1712872163
158,ilha de mocambique,-15.0342,40.7358,81.46,81,74,13.35,MZ,1712872163
159,olonkinbyen,70.9221,-8.7187,16.83,88,100,15.19,SJ,1712872164
160,nguigmi,14.2495,13.1092,84.85,12,92,13.78,NE,1712872164
161,mandalay,21.9747,96.0836,83.57,25,0,1.45,MM,1712872018
162,hasaki,35.7333,140.8333,57.6,79,100,13.0,JP,1712872165
163,mildura,-34.2,142.15,53.76,70,3,7.99,AU,1712872165
164,yellowknife,62.456,-114.3525,40.41,71,40,12.66,CA,1712872166
165,kill devil hills,36.0307,-75.676,69.82,82,100,16.11,US,1712872088
166,kindu,-2.95,25.95,71.04,94,100,2.59,CD,1712872167
167,dombarovskiy,50.7587,59.5386,45.0,69,99,8.01,RU,1712872168
168,hecun,36.5333,114.1111,60.22,66,0,5.59,CN,1712872168
169,takoradi,4.8845,-1.7554,80.35,83,100,2.48,GH,1712872169
170,weiser,44.251,-116.9693,67.86,45,100,0.45,US,1712872169
171,christchurch,-43.5333,172.6333,52.32,94,100,19.57,NZ,1712871874
172,constantia,44.1833,28.65,59.7,59,16,6.42,RO,1712872170
173,tindouf,27.6711,-8.1474,84.65,10,0,4.61,DZ,1712872171
174,irymple,-34.25,142.1667,53.64,70,2,7.78,AU,1712872171
175,aasiaat,68.7098,-52.8699,21.38,91,99,4.34,GL,1712872172
176,yanbu,24.0891,38.0637,73.44,64,0,2.3,SA,1712872172
177,coquimbo,-29.9533,-71.3436,58.73,82,100,3.44,CL,1712872019
178,laguna,38.421,-121.4238,85.1,42,0,5.75,US,1712872173
179,iskateley,67.6803,53.1512,35.02,100,100,17.0,RU,1712872174
180,talnakh,69.4865,88.3972,-14.8,97,96,7.72,RU,1712872175
181,hastings,50.8552,0.5729,55.8,96,87,12.91,GB,1712872158
182,chernyshevskiy,63.0128,112.4714,-27.8,100,20,2.71,RU,1712872176
183,lompoc,34.6391,-120.4579,72.84,72,0,12.66,US,1712872176
184,san fernando de apure,7.8878,-67.4724,100.17,24,10,7.76,VE,1712871973
185,qaqortoq,60.7167,-46.0333,20.61,87,63,2.26,GL,1712872177
186,tres arroyos,-38.3739,-60.2798,53.78,54,91,8.9,AR,1712872178
187,mitu,1.1983,-70.1733,78.69,95,99,2.3,CO,1712872178
188,timimoun,29.2639,0.231,71.98,13,0,8.05,DZ,1712872179
189,alice,27.7523,-98.0697,89.04,18,0,11.5,US,1712872180
190,enewetak,11.3474,162.3373,80.6,79,94,21.61,MH,1712872180
191,caiuti-sat,46.1833,26.9333,58.84,79,20,7.14,RO,1712872181
192,klaksvik,62.2266,-6.589,45.52,92,100,26.71,FO,1712872181
193,guerrero negro,27.9769,-114.0611,75.04,39,66,11.54,MX,1712872182
194,severnoye,56.3491,78.3619,22.98,81,13,5.99,RU,1712872182
195,flin flon,54.7682,-101.865,40.84,70,100,11.5,CA,1712872182
196,crane,31.3974,-102.3501,79.75,14,0,11.95,US,1712872183
197,xinji,37.9028,115.2036,61.75,82,0,14.85,CN,1712872183
198,xai-xai,-25.0519,33.6442,69.62,73,71,12.71,MZ,1712872184
199,badger,64.8,-147.5333,43.36,50,75,6.91,US,1712872166
200,klyuchi,52.2667,79.1667,28.53,70,95,8.86,RU,1712872185
201,bouarfa,32.53,-1.95,54.81,26,1,20.38,MA,1712872185
202,chenzhou,25.8,113.0333,71.01,97,86,1.1,CN,1712872186
203,ende,-8.8432,121.6623,72.63,89,85,2.3,ID,1712872186
204,mersa matruh,31.3525,27.2453,61.0,82,75,5.75,EG,1712872186
205,lazaro cardenas,17.9583,-102.2,81.99,61,0,8.25,MX,1712872187
206,san andres,12.5847,-81.7006,87.82,66,20,13.8,CO,1712872188
207,kavaratti,10.5669,72.642,84.31,67,1,2.93,IN,1712872188
208,juba,4.8517,31.5825,81.41,59,33,4.9,SS,1712871900
209,eraan,9.0629,117.7016,76.91,86,66,6.11,PH,1712872189
210,sandnessjoen,66.0217,12.6316,35.71,80,40,1.14,NO,1712872190
211,gaspe,48.8334,-64.4819,41.22,75,100,4.61,CA,1712872190
212,sinop,41.7711,34.8709,49.46,91,33,3.33,TR,1712872191
213,yanam,16.7333,82.2167,76.71,84,36,2.95,IN,1712872191
214,hithadhoo,-0.6,73.0833,83.39,74,100,6.17,MV,1712872191
215,mejit,10.2753,170.8646,80.22,79,100,20.0,MH,1712872192
216,banganapalle,15.3167,78.2333,80.11,68,0,10.18,IN,1712872192
217,dickson,36.077,-87.3878,56.95,93,0,8.05,US,1712872055
218,santiago de cao,-7.9589,-79.2392,71.73,83,75,10.36,PE,1712872193
219,weyburn,49.6668,-103.8511,48.42,34,5,14.97,CA,1712872194
220,bel ombre,-4.6167,55.4167,78.64,89,20,4.61,SC,1712872194
221,taman',45.2117,36.7161,55.44,74,28,9.86,RU,1712872195
222,atafu village,-8.5421,-172.5159,85.1,76,47,7.49,TK,1712872195
223,pombas,17.1503,-25.0201,71.38,74,1,8.25,CV,1712872196
224,al bayda',32.7627,21.7551,53.28,68,100,8.97,LY,1712872196
225,minas de marcona,-15.2119,-75.1103,66.72,70,3,15.57,PE,1712872196
226,sandpoint,48.2766,-116.5533,61.86,41,0,4.61,US,1712872077
227,kapuskasing,49.4169,-82.4331,60.89,39,100,10.36,CA,1712872197
228,esfarayen,37.0765,57.5101,46.06,76,88,9.66,IR,1712872198
229,isangel,-19.55,169.2667,80.71,94,75,0.0,VU,1712872198
230,aktau,43.65,51.2,52.38,59,10,14.32,KZ,1712872199
231,uvalde,29.3669,-99.767,87.13,13,0,4.61,US,1712872142
232,launceston,-41.45,147.1667,46.15,93,76,5.75,AU,1712872181
233,conception bay south,47.4999,-52.9981,38.35,78,0,6.58,CA,1712871906
234,bolobo,-2.1667,16.2333,79.18,77,100,2.28,CD,1712872201
235,richfield,44.8833,-93.283,61.18,47,75,17.27,US,1712871916
236,nova sintra,14.8667,-24.7167,72.77,75,2,17.69,CV,1712872204
237,shira,54.4911,89.9531,25.83,85,100,3.53,RU,1712872206
238,callao,-12.0667,-77.15,79.09,65,0,11.5,PE,1712871996
239,qarazhal,48.0078,70.7903,32.29,79,4,12.5,KZ,1712872210
240,thinadhoo,0.5333,72.9333,83.34,73,99,1.3,MV,1712872211
241,banff,51.1762,-115.5698,49.23,31,100,5.75,CA,1712872186
242,mount pearl,47.5166,-52.7813,37.74,73,20,8.05,CA,1712872065
243,itamaraca,-7.7478,-34.8256,86.05,80,52,7.43,BR,1712872212
244,mount isa,-20.7333,139.5,60.57,44,0,3.44,AU,1712872213
245,udachny,66.4167,112.4,-18.54,100,100,4.61,RU,1712872213
246,flying fish cove,-10.4217,105.6791,80.28,83,75,9.22,CX,1712872214
247,college,64.8569,-147.8028,43.45,49,100,6.91,US,1712872214
248,fuli,46.7217,131.1394,52.32,68,5,6.69,CN,1712872215
249,mahina,-17.5065,-149.489,87.57,70,75,5.75,PF,1712872122
250,kyaukse,21.6,96.1333,82.17,26,0,3.67,MM,1712872216
251,scarborough,54.2797,-0.4044,60.37,87,100,13.0,GB,1712872216
252,keflavik,64.0049,-22.5624,40.91,87,75,14.97,IS,1712872217
253,fortuna,40.5982,-124.1573,55.65,79,20,16.11,US,1712872218
254,rabo de peixe,37.8,-25.5833,63.99,99,20,2.3,PT,1712872218
255,nouadhibou,20.931,-17.0347,67.98,83,0,6.91,MR,1712872219
256,swakopmund,-22.6833,14.5333,61.79,84,25,4.03,,1712872219
257,jwaneng,-24.6004,24.7303,63.03,56,0,11.43,BW,1712872220
258,la foa,-21.7108,165.8276,75.0,75,100,3.53,NC,1712872221
259,la'ie,21.6477,-157.9253,80.56,78,100,13.0,US,1712872222
260,heihe,50.2441,127.4902,45.45,66,97,8.25,CN,1712872101
261,smithers,54.7804,-127.1743,41.32,93,100,11.5,CA,1712872060
