City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
249,stari kuty,48.2709,25.1729,53.76,82,100,3.22,UA,1712894363
250,nabire,-3.3667,135.4833,84.6,75,76,6.35,ID,1712894067
251,olyokminsk,60.3736,120.4264,23.79,57,100,5.93,RU,1712894364
252,qaqortoq,60.7167,-46.0333,16.03,85,14,6.62,GL,1712894365
253,badger,64.8,-147.5333,43.05,47,75,9.22,US,1712894366
254,port augusta,-32.5,137.7667,68.4,46,90,9.91,AU,1712894367
255,ust'-ilimsk,58.0006,102.6619,29.44,73,100,3.0,RU,1712894369
256,san buenaventura,27.0833,-101.5333,77.05,22,85,5.39,MX,1712894370
257,simanggang,1.2472,111.4528,87.78,74,40,1.14,MY,1712894370
258,crane,31.3974,-102.3501,68.0,20,1,13.85,US,1712894371
259,kenai,60.5544,-151.2583,37.45,82,100,5.75,US,1712894372
260,hadibu,12.65,54.0333,82.29,71,59,3.38,YE,1712894373
261,camana,-16.6228,-72.7111,70.16,89,100,6.98,PE,1712894078
262,port saint john's,-31.6229,29.5448,58.28,65,20,12.1,ZA,1712894375
263,bakri,2.0441,102.6527,87.01,90,100,6.55,MY,1712894376
264,illapel,-31.6308,-71.1653,56.82,70,100,1.72,CL,1712894377
265,ubari,26.5921,12.7805,68.29,17,3,12.59,LY,1712894377
266,xunchang,28.4543,104.715,76.21,55,91,3.69,CN,1712894378
267,sur,22.5667,59.5289,86.22,53,98,4.9,OM,1712894379
268,essaouira,31.5125,-9.77,63.9,67,21,5.75,MA,1712894380
269,port-gentil,-0.7193,8.7815,82.0,79,100,5.46,GA,1712894381
270,sitka,57.0531,-135.33,36.82,83,51,5.01,US,1712894382
271,mejit,10.2753,170.8646,80.24,79,100,20.24,MH,1712894383
272,kawant,22.1,74.05,89.64,37,62,7.96,IN,1712894384
273,kavalerovo,44.2661,135.0572,67.55,34,2,5.01,RU,1712894384
274,howard springs,-12.497,131.047,87.98,73,97,10.76,AU,1712894385
275,yemetsk,63.4721,41.7941,37.35,86,100,10.36,RU,1712894386
276,fort bragg,35.139,-79.006,69.94,84,20,13.8,US,1712894387
277,warka,51.7843,21.1909,54.86,65,99,7.07,PL,1712894388
278,okha,53.5739,142.9478,40.17,73,23,9.1,RU,1712894389
279,kavaratti,10.5669,72.642,84.76,69,30,8.41,IN,1712894390
280,gurupi,-11.7292,-49.0686,74.17,76,92,4.41,BR,1712894117
281,brookings,44.3114,-96.7984,42.8,83,20,12.66,US,1712894114
282,jendouba,36.5011,8.7802,50.02,87,40,2.3,TN,1712894393
283,callao,-12.0667,-77.15,76.71,83,40,10.36,PE,1712894394
284,santana,-0.0583,-51.1817,78.98,94,100,5.75,BR,1712894395
285,sisimiut,66.9395,-53.6735,20.98,90,95,7.52,GL,1712894396
286,hastings,50.8552,0.5729,51.78,86,85,12.86,GB,1712894396
287,khandyga,62.6667,135.6,32.7,100,100,8.84,RU,1712894397
288,jurm,36.8648,70.8342,56.82,36,100,7.38,AF,1712894398
289,christchurch,-43.5333,172.6333,54.54,87,100,17.27,NZ,1712894354
290,changping,40.2186,116.2197,65.84,43,1,5.23,CN,1712894400
291,souillac,-20.5167,57.5167,81.36,94,75,4.61,MU,1712894401
292,mount isa,-20.7333,139.5,82.17,21,2,9.22,AU,1712894417
293,hanceville,34.0607,-86.7675,55.42,83,25,11.83,US,1712894418
294,karratha,-20.7377,116.8463,87.28,46,0,10.78,AU,1712894419
295,cedeira,43.6797,-8.0209,58.05,81,3,1.52,ES,1712894423
296,codrington,-38.2667,141.9667,60.46,56,100,10.92,AU,1712894425
297,chonchi,-42.6128,-73.8092,43.12,73,0,1.92,CL,1712894426
298,ivdel',60.6911,60.4206,42.03,90,100,8.01,RU,1712894427
299,boa vista,2.8197,-60.6733,85.98,58,0,11.5,BR,1712894245
300,tazovsky,67.4667,78.7,1.54,82,100,22.57,RU,1712894431
301,retreat,38.8245,-85.8533,53.46,91,96,12.77,US,1712894432
302,peace river,56.2501,-117.286,52.11,34,100,0.0,CA,1712894417
303,conception bay south,47.4999,-52.9981,33.75,82,7,10.58,CA,1712894434
304,yabelo,4.8833,38.0833,61.0,89,93,5.26,ET,1712894435
305,anori,-3.7728,-61.6442,74.84,99,98,0.63,BR,1712894436
306,puerto baquerizo moreno,-0.9,-89.6,77.16,88,53,7.81,EC,1712894410
307,rakops,-21.0167,24.3333,64.98,68,35,12.33,BW,1712894438
308,al wajh,26.2455,36.4525,67.95,40,0,4.61,SA,1712894438
309,tangalle,6.024,80.7911,84.36,72,97,11.36,LK,1712894439
310,antanifotsy,-19.65,47.3167,60.37,90,81,1.1,MG,1712894440
311,carolina beach,34.0352,-77.8936,70.07,89,18,3.0,US,1712894384
312,hillsboro,45.5229,-122.9898,55.26,75,100,1.99,US,1712894412
313,narasapur,16.45,81.6667,91.27,46,21,7.58,IN,1712894443
314,necochea,-38.5473,-58.7368,48.18,75,99,6.53,AR,1712894379
315,haworth,53.829,-1.9483,51.26,85,98,5.99,GB,1712894445
316,chibougamau,49.9168,-74.3659,40.62,100,100,10.36,CA,1712894446
317,sona,45.4388,10.8255,56.23,87,0,2.3,IT,1712894447
318,sao joao da barra,-21.6403,-41.0511,76.57,85,10,2.48,BR,1712894447
319,margate,51.3813,1.3862,51.87,84,96,7.0,GB,1712894446
320,namibe,-15.1961,12.1522,71.91,75,48,3.36,AO,1712894449
321,amahai,-3.3333,128.9167,83.98,75,31,4.54,ID,1712894450
322,wenling,28.3669,121.36,64.87,90,78,5.68,CN,1712894451
323,aranda de duero,41.6704,-3.6892,50.83,77,47,4.18,ES,1712894452
324,kapuskasing,49.4169,-82.4331,50.0,57,100,4.61,CA,1712894406
325,hasaki,35.7333,140.8333,61.2,83,100,10.96,JP,1712894454
326,kaduy,59.2,37.15,44.94,81,100,12.66,RU,1712894455
327,tateyama,34.9833,139.8667,64.09,79,100,13.49,JP,1712894456
328,ust-tsilma,65.441,52.1498,34.61,99,100,17.0,RU,1712894456
329,cidreira,-30.1811,-50.2056,70.02,78,100,15.77,BR,1712894457
330,queenstown,-31.8976,26.8753,37.38,88,0,1.52,ZA,1712894458
331,wuwei,37.9281,102.6414,66.54,19,83,9.19,CN,1712894459
332,las tablas,7.7667,-80.2833,80.17,99,50,4.34,PA,1712894460
333,at taj,24.2049,23.2857,63.01,31,60,9.42,LY,1712894462
334,sirte,31.2089,16.5887,61.56,88,62,14.65,LY,1712894463
335,teknaf,20.8624,92.3058,90.54,28,13,4.63,BD,1712894464
336,vorkuta,67.5,64.0,21.11,95,100,15.99,RU,1712894465
337,juye,35.3947,116.0883,77.79,49,1,10.89,CN,1712894467
338,mudgee,-32.5943,149.5871,71.62,43,0,4.21,AU,1712894464
339,fort-shevchenko,44.5086,50.263,52.16,68,11,11.01,KZ,1712894468
340,ghat,24.9647,10.1728,67.41,33,21,14.27,LY,1712894470
341,taksimo,56.3444,114.8794,41.22,57,58,2.17,RU,1712894470
342,fougamou,-1.2154,10.5838,75.96,98,100,1.03,GA,1712894471
343,tamanrasset,22.785,5.5228,58.91,13,0,3.44,DZ,1712894472
344,whakatane,-37.9585,176.9854,70.52,97,100,13.0,NZ,1712894387
345,byron bay,-28.65,153.6167,74.71,66,67,13.18,AU,1712894474
346,dawesville,30.9224,-84.0091,61.68,66,75,11.5,US,1712894475
